"Letter to unknown recipient regarding Frederic James Shields, pg. 01","<a href=""http://luna.ku.edu:8180/luna/servlet/view/search?q=Related_Pages=%22ksrl_sc_ms23_C.5.3%22&sort=Record_ID,Note,Title,Date_Created"">ksrl_sc_ms23_C.5.3"
"Letter to unknown recipient regarding Frederic James Shields, pg. 02","<a href=""http://luna.ku.edu:8180/luna/servlet/view/search?q=Related_Pages=%22ksrl_sc_ms23_C.5.3%22&sort=Record_ID,Note,Title,Date_Created"">ksrl_sc_ms23_C.5.3"
"Postcard to Frederic James Shields, pg. 01","<a href=""http://luna.ku.edu:8180/luna/servlet/view/search?q=Related_Pages=%22ksrl_sc_ms23_C.5.4%22&sort=Record_ID,Note,Title,Date_Created"">ksrl_sc_ms23_C.5.4"
"Postcard to Frederic James Shields, pg. 02","<a href=""http://luna.ku.edu:8180/luna/servlet/view/search?q=Related_Pages=%22ksrl_sc_ms23_C.5.4%22&sort=Record_ID,Note,Title,Date_Created"">ksrl_sc_ms23_C.5.4"
"Postcard to Frederic James Shields, pg. 01","<a href=""http://luna.ku.edu:8180/luna/servlet/view/search?q=Related_Pages=%22ksrl_sc_ms23_C.5.5%22&sort=Record_ID,Note,Title,Date_Created"">ksrl_sc_ms23_C.5.5"
"Postcard to Frederic James Shields, pg. 02","<a href=""http://luna.ku.edu:8180/luna/servlet/view/search?q=Related_Pages=%22ksrl_sc_ms23_C.5.5%22&sort=Record_ID,Note,Title,Date_Created"">ksrl_sc_ms23_C.5.5"
"Postcard to Frederic James Shields, pg. 01","<a href=""http://luna.ku.edu:8180/luna/servlet/view/search?q=Related_Pages=%22ksrl_sc_ms23_C.5.6%22&sort=Record_ID,Note,Title,Date_Created"">ksrl_sc_ms23_C.5.6"
"Postcard to Frederic James Shields, pg. 02","<a href=""http://luna.ku.edu:8180/luna/servlet/view/search?q=Related_Pages=%22ksrl_sc_ms23_C.5.6%22&sort=Record_ID,Note,Title,Date_Created"">ksrl_sc_ms23_C.5.6"
"Letter to Frederic James Shields, pg. 01","<a href=""http://luna.ku.edu:8180/luna/servlet/view/search?q=Related_Pages=%22ksrl_sc_ms23_C.6.1%22&sort=Record_ID,Note,Title,Date_Created"">ksrl_sc_ms23_C.6.1"
"Letter to Frederic James Shields, pg. 02","<a href=""http://luna.ku.edu:8180/luna/servlet/view/search?q=Related_Pages=%22ksrl_sc_ms23_C.6.1%22&sort=Record_ID,Note,Title,Date_Created"">ksrl_sc_ms23_C.6.1"
"Letter to Frederic James Shields, pg. 03","<a href=""http://luna.ku.edu:8180/luna/servlet/view/search?q=Related_Pages=%22ksrl_sc_ms23_C.6.1%22&sort=Record_ID,Note,Title,Date_Created"">ksrl_sc_ms23_C.6.1"
"Letter to Frederic James Shields, pg. 01","<a href=""http://luna.ku.edu:8180/luna/servlet/view/search?q=Related_Pages=%22ksrl_sc_ms23_C.6.10%22&sort=Record_ID,Note,Title,Date_Created"">ksrl_sc_ms23_C.6.10"
