filename,handle,filename2,.tif
ksrl_sc_ms23_D.8.12.tif,http://hdl.handle.net/10407/4436860102,ksrl_sc_ms23_D.8.12,.tif
ksrl_sc_ms23_D.8.13.tif,http://hdl.handle.net/10407/5699658743,ksrl_sc_ms23_D.8.13,.tif
ksrl_sc_ms23_D.8.14.tif,http://hdl.handle.net/10407/6996587076,ksrl_sc_ms23_D.8.14,.tif
ksrl_sc_ms23_D.8.15.tif,http://hdl.handle.net/10407/8293515411,ksrl_sc_ms23_D.8.15,.tif
ksrl_sc_ms23_D.8.16.tif,http://hdl.handle.net/10407/9590443746,ksrl_sc_ms23_D.8.16,.tif
ksrl_sc_ms23_D.8.17.tif,http://hdl.handle.net/10407/0887372031,ksrl_sc_ms23_D.8.17,.tif
ksrl_sc_ms23_D.8.18.tif,http://hdl.handle.net/10407/2184300365,ksrl_sc_ms23_D.8.18,.tif
ksrl_sc_ms23_D.8.19.tif,http://hdl.handle.net/10407/3481228698,ksrl_sc_ms23_D.8.19,.tif
ksrl_sc_ms23_D.8.2.tif,http://hdl.handle.net/10407/4744027339,ksrl_sc_ms23_D.8.2,.tif
ksrl_sc_ms23_D.8.3.tif,http://hdl.handle.net/10407/6040955672,ksrl_sc_ms23_D.8.3,.tif
ksrl_sc_ms23_D.8.4.tif,http://hdl.handle.net/10407/7337884007,ksrl_sc_ms23_D.8.4,.tif
ksrl_sc_ms23_D.8.5.tif,http://hdl.handle.net/10407/8634812341,ksrl_sc_ms23_D.8.5,.tif
ksrl_sc_ms23_D.8.6.tif,http://hdl.handle.net/10407/9931740675,ksrl_sc_ms23_D.8.6,.tif
ksrl_sc_ms23_D.8.7.tif,http://hdl.handle.net/10407/1228668960,ksrl_sc_ms23_D.8.7,.tif
ksrl_sc_ms23_D.8.8.tif,http://hdl.handle.net/10407/2525597293,ksrl_sc_ms23_D.8.8,.tif
ksrl_sc_ms23_D.8.9.tif,http://hdl.handle.net/10407/3788395936,ksrl_sc_ms23_D.8.9,.tif
ksrl_sc_ms23_D.9.1.tif,http://hdl.handle.net/10407/5085324269,ksrl_sc_ms23_D.9.1,.tif
ksrl_sc_ms23_D.9.2.tif,http://hdl.handle.net/10407/6382252604,ksrl_sc_ms23_D.9.2,.tif
ksrl_sc_ms23_E.1.1.tif,http://hdl.handle.net/10407/6484641683,ksrl_sc_ms23_E.1.1,.tif
ksrl_sc_ms23_G.1.1.tif,http://hdl.handle.net/10407/7781570017,ksrl_sc_ms23_G.1.1,.tif
ksrl_sc_ms23_G.1.2.tif,http://hdl.handle.net/10407/9078498351,ksrl_sc_ms23_G.1.2,.tif
ksrl_sc_ms23_G.1.3.tif,http://hdl.handle.net/10407/0375426635,ksrl_sc_ms23_G.1.3,.tif
ksrl_sc_ms23_G.2.1.tif,http://hdl.handle.net/10407/1672354968,ksrl_sc_ms23_G.2.1,.tif
ksrl_sc_ms23_L.1.1.tif,http://hdl.handle.net/10407/7098976156,ksrl_sc_ms23_L.1.1,.tif
ksrl_sc_ms23_L.2.1.tif,http://hdl.handle.net/10407/8361774797,ksrl_sc_ms23_L.2.1,.tif
ksrl_sc_ms23_L.2.10.tif,http://hdl.handle.net/10407/9658703130,ksrl_sc_ms23_L.2.10,.tif
ksrl_sc_ms23_L.2.11.tif,http://hdl.handle.net/10407/0955631416,ksrl_sc_ms23_L.2.11,.tif
ksrl_sc_ms23_L.2.12.tif,http://hdl.handle.net/10407/2252559751,ksrl_sc_ms23_L.2.12,.tif
ksrl_sc_ms23_L.2.13.tif,http://hdl.handle.net/10407/3549488085,ksrl_sc_ms23_L.2.13,.tif
ksrl_sc_ms23_L.2.14.tif,http://hdl.handle.net/10407/4846416419,ksrl_sc_ms23_L.2.14,.tif
